report_number	local_case_number	agency_name	acrs_report_type	crash_date_time	route_type	collision_type	weather	surface_condition	light	traffic_control	driver_substance_abuse	person_id	driver_at_fault	injury_severity	driver_distracted_by	vehicle_id	vehicle_damage_extent	vehicle_movement	speed_limit	driverless_vehicle	vehicle_year	vehicle_make	vehicle_model	equipment_problems	drivers_license_state	vehicle_body_type	non_motorist_substance_abuse
MCP3342000L	220051100	Montgomery County Police	Injury Crash	2022-11-18T19:20:00.000	County	SAME DIR REAR END	CLEAR	DRY	DARK NO LIGHTS	NO CONTROLS	NONE DETECTED	795906CA-80DF-4ED1-A5BE-58DAEAFF5B79	No	SUSPECTED MINOR INJURY	NOT DISTRACTED	93A1973F-19E1-41FF-A843-73EF608B1813	DISABLING	MOVING CONSTANT SPEED	40	No	2016	HONDA	ACCORD	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3342000L	220051100	Montgomery County Police	Injury Crash	2022-11-18T19:20:00.000	County	SAME DIR REAR END	CLEAR	DRY	DARK NO LIGHTS	NO CONTROLS	NONE DETECTED	3EBE0686-AE34-4931-9DE7-5A39C00408F9	Yes	NO APPARENT INJURY	NOT DISTRACTED	9D5F6483-390E-4B6E-ABE8-D56022B2D1F7	DISABLING	MOVING CONSTANT SPEED	40	No	2007	TOYOTA	RAV 4	NO MISUSE	WA	PASSENGER CAR	UNKNOWN
MCP295400CH	220051098	Montgomery County Police	Property Damage Crash	2022-11-18T19:14:00.000	Maryland (State)	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	ALCOHOL PRESENT	2E93E8D7-D670-4C20-93B6-D69E6B552DD5	Yes	NO APPARENT INJURY	OTHER DISTRACTION	EA98B00E-4AD9-45D5-AAA4-D4FE4819E7DF	DISABLING	MAKING LEFT TURN	35	No	2008	LINCOLN	MKX	OTHER	WA	PASSENGER CAR	UNKNOWN
MCP295400CH	220051098	Montgomery County Police	Property Damage Crash	2022-11-18T19:14:00.000	Maryland (State)	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	93E73BF7-FD97-49BD-95ED-C12B327E7648	No	NO APPARENT INJURY	NOT DISTRACTED	C5D169BA-5491-4B62-972E-D32349EC945D	DISABLING	MOVING CONSTANT SPEED	35	No	2010	TOYOTA	COROLLA	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP27800065	220051094	Montgomery County Police	Injury Crash	2022-11-18T19:05:00.000	County	SAME DIR REAR END	CLOUDY	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	OTHER	B4340B50-A0DF-4654-A19E-A97A17A35B86	No	POSSIBLE INJURY	NOT DISTRACTED	FF82502B-FBC1-4CE9-A1AF-1CB3ADBA6142	SUPERFICIAL	STOPPED IN TRAFFIC LANE	35	No	2017	HOND	PILOT	NO MISUSE	MD	(SPORT) UTILITY VEHICLE	UNKNOWN
MCP27800065	220051094	Montgomery County Police	Injury Crash	2022-11-18T19:05:00.000	County	SAME DIR REAR END	CLOUDY	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	OTHER	CEA55E1B-6A91-4441-A381-8375E481D7A2	Yes	NO APPARENT INJURY	INATTENTIVE OR LOST IN THOUGHT	00FFBDEA-6F9D-42EB-890A-C30B673DB0D0	SUPERFICIAL	STARTING FROM PARKED	35	No	2017	CHRY	4S	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP30510060	220051091	Montgomery County Police	Property Damage Crash	2022-11-18T18:50:00.000	County	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	642F0633-3D90-4ECA-A9CA-89D1FAFAC54E	No	NO APPARENT INJURY	NOT DISTRACTED	E4C392BF-C67F-4A52-8187-217E711C0A55	SUPERFICIAL	MOVING CONSTANT SPEED	35	No	2020	FREIGHTLINER	SPCO	NO MISUSE	MD	MEDIUM/HEAVY TRUCKS 3 AXLES (OVER 10,000LBS (4,536KG))	UNKNOWN
MCP30510060	220051091	Montgomery County Police	Property Damage Crash	2022-11-18T18:50:00.000	County	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	FA239781-521A-4EE8-9B78-F376334796A3	Yes	NO APPARENT INJURY	UNKNOWN	63825589-23C3-420F-854D-DA530B991D36	FUNCTIONAL	MOVING CONSTANT SPEED	35	No	2012	HONDA	CRV	NO MISUSE	MD	(SPORT) UTILITY VEHICLE	UNKNOWN
MCP2723006R	220051090	Montgomery County Police	Property Damage Crash	2022-11-18T18:50:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	AE69F2E4-100C-42AB-B49D-14A7D3805138	No	NO APPARENT INJURY	NOT DISTRACTED	A3781F71-D550-422A-A649-31B4AAE87D5A	FUNCTIONAL	MOVING CONSTANT SPEED	35	No	2011	TOYOTA	COROLLA	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP2723006R	220051090	Montgomery County Police	Property Damage Crash	2022-11-18T18:50:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	45E8344D-AA1E-461C-AB3F-FE973FADDEDC	Yes	NO APPARENT INJURY	NOT DISTRACTED	453E705B-6A65-4E44-B9F0-737A427DBD22	DISABLING	MOVING CONSTANT SPEED	35	No	2018	CHEVY	TRAVERSE	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP2723006R	220051090	Montgomery County Police	Property Damage Crash	2022-11-18T18:50:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	7BB96026-471E-4295-B31F-BD09E3EBBF9A	No	NO APPARENT INJURY	NOT DISTRACTED	9C02D002-44B9-49F3-9633-D2C20AF958E9	DISABLING	MOVING CONSTANT SPEED	35	No	2014	NISSAN	ROGUE	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3192003B	220051089	Montgomery County Police	Injury Crash	2022-11-18T18:48:00.000	UNKNOWN	OTHER	CLEAR	OTHER	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	D71B7C6A-75D3-4A48-AB05-91499F5AEC18	Yes	POSSIBLE INJURY	LOOKED BUT DID NOT SEE	40521E2E-18CE-4955-9EE6-C4ED094653D7	DISABLING	BACKING	15	No	2010	MERCEDES	MECURY MULAN	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3192003B	220051089	Montgomery County Police	Injury Crash	2022-11-18T18:48:00.000	UNKNOWN	OTHER	CLEAR	OTHER	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	8F8ACC95-454C-4AD3-8AB6-F7B46F7FF420	No	NO APPARENT INJURY	NOT DISTRACTED	18FC6198-E3F7-4267-9226-F8EBDDA047C9	FUNCTIONAL	MOVING CONSTANT SPEED	15	No	2017	FORD	F-150	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP93900020	220051081	Montgomery County Police	Injury Crash	2022-11-18T18:03:00.000	Interstate (State)	SAME DIR REAR END	UNKNOWN	DRY	DARK NO LIGHTS	OTHER	OTHER	BB95CB69-1832-486F-A9B9-3DF8F75221F8	No	NO APPARENT INJURY	NOT DISTRACTED	8F6371D9-6BFC-43A1-8A60-AEF2717CD823	SUPERFICIAL	STOPPED IN TRAFFIC LANE	55	No	2018	HONDA	ACCORD	OTHER	MD	PASSENGER CAR	UNKNOWN
MCP93900020	220051081	Montgomery County Police	Injury Crash	2022-11-18T18:03:00.000	Interstate (State)	SAME DIR REAR END	UNKNOWN	DRY	DARK NO LIGHTS	OTHER	OTHER	47677F08-AEFF-426E-8FF8-E4B7328DCAC5	No	POSSIBLE INJURY	NOT DISTRACTED	63F93A35-4894-491B-A97B-6C857C74657C	FUNCTIONAL	STOPPED IN TRAFFIC LANE	55	No	2022	VOLKS	TIQUAN	OTHER	MD	PASSENGER CAR	UNKNOWN
MCP93900020	220051081	Montgomery County Police	Injury Crash	2022-11-18T18:03:00.000	Interstate (State)	SAME DIR REAR END	UNKNOWN	DRY	DARK NO LIGHTS	OTHER	NONE DETECTED	CF10080D-0449-44A3-9A98-A4C2608D2497	Yes	NO APPARENT INJURY	NOT DISTRACTED	C2D9956A-4218-477E-8B0B-5B49E6A48E4C	DISABLING	SLOWING OR STOPPING	55	No	2016	HYUN	ELANTRA	OTHER	MD	PASSENGER CAR	UNKNOWN
MCP3063003N	220051088	Montgomery County Police	Property Damage Crash	2022-11-18T17:43:00.000	UNKNOWN	SAME DIR BOTH LEFT TURN	CLEAR	OTHER	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	A863EFD1-533C-4B67-89A1-3A3E35AEC2D2	No	NO APPARENT INJURY	NOT DISTRACTED	BC762DA1-5D39-47AB-82AF-BA3FF5F533E4	SUPERFICIAL	OTHER	0	No	2022	FORD	EXPLORER	OTHER	MD	PASSENGER CAR	UNKNOWN
MCP3063003N	220051088	Montgomery County Police	Property Damage Crash	2022-11-18T17:43:00.000	UNKNOWN	SAME DIR BOTH LEFT TURN	CLEAR	OTHER	DARK LIGHTS ON	NO CONTROLS	OTHER	FDF1EC6B-884C-4D7C-A6CC-75C28028A0C6	Yes	NO APPARENT INJURY	UNKNOWN	4311844D-BF08-423F-8472-12A31AE13F80	SUPERFICIAL	OTHER	0	No	2013	HONA	CIVIC	OTHER	UNKNOWN	PASSENGER CAR	UNKNOWN
DD5642003Z	220051046	Rockville Police Departme	Property Damage Crash	2022-11-18T15:13:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	OTHER	NONE DETECTED	70ACF87F-14FF-4652-B791-487D9F332A94	No	NO APPARENT INJURY	NOT DISTRACTED	6031D262-B080-4448-BD26-654FAA5FBF39	FUNCTIONAL	SLOWING OR STOPPING	30	No	2016	TOYOTA	HIGHLANDER	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
DD5642003Z	220051046	Rockville Police Departme	Property Damage Crash	2022-11-18T15:13:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	OTHER	NONE DETECTED	3347FE7E-E6E9-48D8-96AD-FFDD738E38B9	No	NO APPARENT INJURY	NOT DISTRACTED	1A1D3A74-D49C-4FB9-93E5-BBAF12661A7E	SUPERFICIAL	SLOWING OR STOPPING	30	No	2010	LEXUS	GS350	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
DD5642003Z	220051046	Rockville Police Departme	Property Damage Crash	2022-11-18T15:13:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	OTHER	NONE DETECTED	F7A598F0-6D13-4AA3-AE97-5F75E8D5C133	Yes	NO APPARENT INJURY	UNKNOWN	FB29298A-7CB7-456B-AC76-5D5B2D0623B6	DISABLING	MOVING CONSTANT SPEED	30	No	2012	HONDA	CRV	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3328001D	220051067	Montgomery County Police	Property Damage Crash	2022-11-18T14:30:00.000	Maryland (State)	SAME DIR REND LEFT TURN	CLEAR	DRY	DAYLIGHT	NO CONTROLS	OTHER	FDD2817B-8548-4D03-A040-9893152EAE7A	Yes	NO APPARENT INJURY	UNKNOWN	066562DD-67D5-4C8B-B26C-547EC769B8E7	FUNCTIONAL	MOVING CONSTANT SPEED	25	No	0	UNKNOWN	UNKNOWN	OTHER	UNKNOWN	OTHER	UNKNOWN
MCP3328001D	220051067	Montgomery County Police	Property Damage Crash	2022-11-18T14:30:00.000	Maryland (State)	SAME DIR REND LEFT TURN	CLEAR	DRY	DAYLIGHT	NO CONTROLS	NONE DETECTED	1F32A438-0048-4BBB-8345-AFB8364A47B8	No	NO APPARENT INJURY	NOT DISTRACTED	FFFD69D0-1868-4078-969D-8797F6735AF0	FUNCTIONAL	MAKING LEFT TURN	25	No	2022	NISSAN	MAXIMA	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP31970035	220051045	Montgomery County Police	Property Damage Crash	2022-11-18T12:52:00.000	County	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	5B5C90F2-03A2-4CE3-B51E-37C5235CB29B	No	NO APPARENT INJURY	NOT DISTRACTED	D9EA6B1A-0CFB-464E-A2EA-45C34112DCC7	SUPERFICIAL	MOVING CONSTANT SPEED	35	No	2019	VOLKS	BEATLE	NO MISUSE	FL	PASSENGER CAR	UNKNOWN
MCP31970035	220051045	Montgomery County Police	Property Damage Crash	2022-11-18T12:52:00.000	County	SAME DIRECTION SIDESWIPE	CLEAR	DRY	DAYLIGHT	OTHER	OTHER	2EEDBD7B-BB94-4670-9526-8E1BD5F39019	Yes	NO APPARENT INJURY	UNKNOWN	793CADB4-6D22-4DBD-93AC-B1478D8FC4AE	OTHER	MOVING CONSTANT SPEED	35	No	2020	TOYOTA	CAMRY	OTHER	UNKNOWN	PASSENGER CAR	UNKNOWN
HA2484000V	22002017	Maryland-National Capital	Injury Crash	2022-11-18T11:00:00.000	County	SAME DIR REND RIGHT TURN	CLEAR	DRY	DAYLIGHT	NO CONTROLS	OTHER	526AE9EC-510F-48BF-BBDB-1F60ADEB4A19	No	SUSPECTED MINOR INJURY	NOT DISTRACTED	85152CC5-BD0B-4F74-927A-0BF25E7834C2	SUPERFICIAL	MAKING RIGHT TURN	35	No	2014	SUBARU	FORESTER	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
HA2484000V	22002017	Maryland-National Capital	Injury Crash	2022-11-18T11:00:00.000	County	SAME DIR REND RIGHT TURN	CLEAR	DRY	DAYLIGHT	NO CONTROLS	OTHER	6257271E-2B18-4901-87C0-647E31225A40	Yes	NO APPARENT INJURY	NOT DISTRACTED	F665764B-2B49-42E4-A5ED-5C44CC3EBCD2	SUPERFICIAL	MOVING CONSTANT SPEED	35	No	2017	FORD	TK	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3280002R	220050990	Montgomery County Police	Injury Crash	2022-11-18T10:28:00.000	UNKNOWN	OTHER	CLEAR	OTHER	DAYLIGHT	NO CONTROLS	NONE DETECTED	BD0FC4D3-6B0A-46F6-966C-EC68B5B50C1F	Yes	NO APPARENT INJURY	OTHER DISTRACTION	AEFFE084-131D-4C44-961B-C368EB88F362	NO DAMAGE	MAKING RIGHT TURN	5	No	2017	JEEP	GRAND CHEROKEE	NO MISUSE	MD	(SPORT) UTILITY VEHICLE	NONE DETECTED
MCP3201003B	220050988	Montgomery County Police	Property Damage Crash	2022-11-18T09:56:00.000	UNKNOWN	STRAIGHT MOVEMENT ANGLE	CLEAR	OTHER	DAYLIGHT	NO CONTROLS	NONE DETECTED	C20CDD26-4AE7-4147-9198-62B730AC8F64	No	NO APPARENT INJURY	NOT DISTRACTED	2B862FF5-C20C-4846-946A-F3B98EAB4985	FUNCTIONAL	MOVING CONSTANT SPEED	0	No	2014	RAM	TK	NO MISUSE	MD	PICKUP TRUCK	UNKNOWN
MCP3201003B	220050988	Montgomery County Police	Property Damage Crash	2022-11-18T09:56:00.000	UNKNOWN	STRAIGHT MOVEMENT ANGLE	CLEAR	OTHER	DAYLIGHT	NO CONTROLS	NONE DETECTED	6826591A-522C-4623-8D13-7A4C59B1CB2A	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	9A3861A8-9230-45BA-96BB-B55880FB2A09	FUNCTIONAL	BACKING	0	No	2013	CHEVY	CRUZ	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP2902005R	220050982	Montgomery County Police	Property Damage Crash	2022-11-18T09:00:00.000	County	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	STOP SIGN	OTHER	9F129C04-C679-49C8-BD63-235180777FE2	No	NO APPARENT INJURY	NOT DISTRACTED	389822E7-7A6D-4531-A723-D4D474936A30	DISABLING	MOVING CONSTANT SPEED	35	No	2012	TOYT	SD	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP2902005R	220050982	Montgomery County Police	Property Damage Crash	2022-11-18T09:00:00.000	County	STRAIGHT MOVEMENT ANGLE	CLEAR	DRY	DAYLIGHT	STOP SIGN	OTHER	4BA2600B-3BCC-4890-9C47-4C5C07954845	Yes	NO APPARENT INJURY	UNKNOWN	5DE96669-0DEB-44ED-A783-3DAA13055DEF	FUNCTIONAL	MOVING CONSTANT SPEED	35	No	2018	FORD	PV	NO MISUSE	MD	VAN	UNKNOWN
MCP1113004L	220050978	Montgomery County Police	Property Damage Crash	2022-11-18T08:38:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	8ABE1758-B6E9-4977-B730-9705F7ED09FC	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	D276085C-6B9D-42C8-89D4-24DDB1B90729	DISABLING	MOVING CONSTANT SPEED	30	No	2004	HOND	CRV	NO MISUSE	MD	(SPORT) UTILITY VEHICLE	UNKNOWN
MCP1113004L	220050978	Montgomery County Police	Property Damage Crash	2022-11-18T08:38:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	BE3247A7-DDA4-47AC-AD83-0D7174C3E9D4	No	NO APPARENT INJURY	NOT DISTRACTED	1E3902DE-2860-4D63-A30D-8943EF0C970D	FUNCTIONAL	STOPPED IN TRAFFIC LANE	30	No	2022	HYUN	IONIQ 5	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP1113004L	220050978	Montgomery County Police	Property Damage Crash	2022-11-18T08:38:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	79B7B086-1227-4FA6-A0D1-3CD3A56B593A	No	NO APPARENT INJURY	NOT DISTRACTED	BDC27639-9E4B-4D2F-AF10-4122FCCBDB4C	FUNCTIONAL	STOPPED IN TRAFFIC LANE	30	No	2023	HYUN	PALISADE	NO MISUSE	MD	(SPORT) UTILITY VEHICLE	UNKNOWN
MCP0617004P	220050979	Montgomery County Police	Property Damage Crash	2022-11-18T08:37:00.000	County	SAME DIR REAR END	UNKNOWN	DRY	DAYLIGHT	NO CONTROLS	NONE DETECTED	73ED0672-7F33-479C-8938-B41F727055CC	Yes	NO APPARENT INJURY	UNKNOWN	A5254554-FEA1-45DB-9817-7E9498364B82	DISABLING	MOVING CONSTANT SPEED	40	No	2013	HOND	PV	NO MISUSE	MD	VAN	UNKNOWN
MCP0617004P	220050979	Montgomery County Police	Property Damage Crash	2022-11-18T08:37:00.000	County	SAME DIR REAR END	UNKNOWN	DRY	DAYLIGHT	NO CONTROLS	NONE DETECTED	EBBBF07E-9205-43F0-85B0-AE6E4C0DB595	No	NO APPARENT INJURY	NOT DISTRACTED	4F19CE31-92D4-43C3-9952-F8374F415D09	FUNCTIONAL	MAKING RIGHT TURN	40	No	2015	HOND	TK	NO MISUSE	MD	(SPORT) UTILITY VEHICLE	UNKNOWN
MCP28810051	220050972	Montgomery County Police	Property Damage Crash	2022-11-18T07:50:00.000	Maryland (State)	OPPOSITE DIR BOTH LEFT TURN	CLEAR	DRY	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	3BE8E893-9343-4DC5-9C28-E3F377771CA2	Yes	NO APPARENT INJURY	NOT DISTRACTED	D4E2751E-1B5C-476D-A2BE-B7A5BDC31DCB	FUNCTIONAL	MAKING LEFT TURN	15	No	2016	FORD	TK	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP28810051	220050972	Montgomery County Police	Property Damage Crash	2022-11-18T07:50:00.000	Maryland (State)	OPPOSITE DIR BOTH LEFT TURN	CLEAR	DRY	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	3AB8811D-63D4-44A9-A32D-616BF9AAC3B5	Yes	NO APPARENT INJURY	NOT DISTRACTED	5F4C4458-7493-4BC6-B44E-C40D5DED7B6A	DISABLING	MAKING LEFT TURN	15	No	2013	HYUN	4S	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP23860023	220050963	Montgomery County Police	Property Damage Crash	2022-11-18T00:25:00.000	Ramp	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	882B19FB-DA8A-494D-AF77-526AFDF9C946	No	NO APPARENT INJURY	NOT DISTRACTED	310B3B42-CBFA-495C-AB86-9BFBF7425ED9	FUNCTIONAL	MOVING CONSTANT SPEED	25	No	2020	DODGE	CHARGER	NO MISUSE	MD	POLICE VEHICLE/NON EMERGENCY	UNKNOWN
MCP28100024	220050950	Montgomery County Police	Property Damage Crash	2022-11-17T22:15:00.000	County	SAME DIRECTION LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	OTHER	OTHER	F5C7544B-5EED-4FC9-B7A4-86BCDB8C3443	No	NO APPARENT INJURY	NOT DISTRACTED	66291B0F-625F-49BF-8968-FAFA95F2FC7D	DISABLING	MOVING CONSTANT SPEED	60	No	2016	TOYT	4S	OTHER	MD	PASSENGER CAR	UNKNOWN
MCP28100024	220050950	Montgomery County Police	Property Damage Crash	2022-11-17T22:15:00.000	County	SAME DIRECTION LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	OTHER	ALCOHOL PRESENT	D4AAB8FF-3191-4F1A-BBF5-38F2F31DAB4B	Yes	NO APPARENT INJURY	NOT DISTRACTED	090ECAD3-8D9D-47D5-857F-C57FB0A653B0	DISABLING	PASSING	60	No	2015	JEEP	TK	OTHER	MD	PASSENGER CAR	UNKNOWN
MCP31580045	220050948	Montgomery County Police	Injury Crash	2022-11-17T22:03:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	OTHER	NONE DETECTED	5EA66CD2-85CB-4B23-9F3C-A62E782ABAB5	No	POSSIBLE INJURY	OTHER DISTRACTION	D218AE89-031D-414A-9C8B-F482CC1025D1	FUNCTIONAL	SLOWING OR STOPPING	40	No	2016	TOYT	SW	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP31580045	220050948	Montgomery County Police	Injury Crash	2022-11-17T22:03:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	OTHER	NONE DETECTED	D8114D45-80D6-4D0A-84FE-00064432F96A	Yes	POSSIBLE INJURY	LOOKED BUT DID NOT SEE	48CD3CA7-72DA-414F-BF77-67FBC61A400F	DISABLING	MOVING CONSTANT SPEED	40	No	2017	KIA	TK	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP2932005P	220050946	Montgomery County Police	Property Damage Crash	2022-11-17T21:36:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	F27CBB66-81EA-4940-B8E3-2C4EB24D17F2	No	NO APPARENT INJURY	NOT DISTRACTED	FECB13FC-19BF-4A64-9469-EDC272C248BD	FUNCTIONAL	STOPPED IN TRAFFIC LANE	35	No	2017	HYUNDAI	SANTE FE	NO MISUSE	MD	(SPORT) UTILITY VEHICLE	UNKNOWN
MCP2932005P	220050946	Montgomery County Police	Property Damage Crash	2022-11-17T21:36:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	AB1DD05E-1129-4F8B-8210-95D58447C076	Yes	NO APPARENT INJURY	BY MOVING OBJECT IN VEHICLE	A3125E55-7C06-43F9-B696-204CF078725D	DESTROYED	SLOWING OR STOPPING	35	No	2019	CHEVROLET	SPARK	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3230003T	220050930	Montgomery County Police	Injury Crash	2022-11-17T19:35:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	93267E84-973B-48A5-BCB6-1FED69E7C84F	Yes	NO APPARENT INJURY	NOT DISTRACTED	365E2AD2-724B-4417-86B5-2157B75E28C0	DISABLING	MOVING CONSTANT SPEED	35	No	2006	HONDA	CIVIC	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3230003T	220050930	Montgomery County Police	Injury Crash	2022-11-17T19:35:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	84F23520-67E7-41FC-BDE4-BA93CC5F4F84	No	SUSPECTED MINOR INJURY	NOT DISTRACTED	3FCAB325-3C66-404A-9916-D08DA41F59E8	DISABLING	STOPPED IN TRAFFIC LANE	35	No	1986	DODGE	D250	OTHER	MD	PASSENGER CAR	UNKNOWN
MCP32320038	220050928	Montgomery County Police	Property Damage Crash	2022-11-17T19:18:00.000	Maryland (State)	HEAD ON LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	8CE1B09E-5553-42AA-99D4-603F26600513	No	NO APPARENT INJURY	NOT DISTRACTED	B56C975F-F9CE-45C4-936E-A4555815B874	FUNCTIONAL	MOVING CONSTANT SPEED	35	No	2003	BMW	X5	NO MISUSE	MD	(SPORT) UTILITY VEHICLE	UNKNOWN
MCP32320038	220050928	Montgomery County Police	Property Damage Crash	2022-11-17T19:18:00.000	Maryland (State)	HEAD ON LEFT TURN	CLEAR	DRY	DARK LIGHTS ON	TRAFFIC SIGNAL	NONE DETECTED	9908150F-35EC-4D96-BA4C-B04B4654A65F	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	C594A0B6-EB14-43EE-AE12-5A128B91D9B5	DISABLING	MOVING CONSTANT SPEED	35	No	2022	TOYOTA	HYLANDER	NO MISUSE	MD	(SPORT) UTILITY VEHICLE	UNKNOWN
MCP28100023	220050922	Montgomery County Police	Injury Crash	2022-11-17T18:58:00.000	County	HEAD ON LEFT TURN	CLEAR	DRY	DARK NO LIGHTS	NO CONTROLS	NONE DETECTED	C66600BD-8591-4D21-B463-BCF2ADF007CE	UNKNOWN	POSSIBLE INJURY	NOT DISTRACTED	0D0922BC-8CF6-44C2-A622-D730F2D0F28C	DISABLING	MOVING CONSTANT SPEED	35	No	2017	FORD	UT	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP28100023	220050922	Montgomery County Police	Injury Crash	2022-11-17T18:58:00.000	County	HEAD ON LEFT TURN	CLEAR	DRY	DARK NO LIGHTS	NO CONTROLS	OTHER	3FD806EA-C60A-4633-A09C-4EBFD8C4E3AE	No	NO APPARENT INJURY	NOT DISTRACTED	F58D6868-D13A-45B1-83C3-0AF444183AA2	DISABLING	MOVING CONSTANT SPEED	35	No	2014	SUBARU	IMPREZA	OTHER	MD	PASSENGER CAR	UNKNOWN
MCP28100023	220050922	Montgomery County Police	Injury Crash	2022-11-17T18:58:00.000	County	HEAD ON LEFT TURN	CLEAR	DRY	DARK NO LIGHTS	NO CONTROLS	OTHER	9D26CF2C-A71C-47EE-BA8F-4C76E51DFDAE	Yes	NO APPARENT INJURY	UNKNOWN	5DC98203-362C-401E-8C8B-0037403F2815	DISABLING	MOVING CONSTANT SPEED	35	No	2014	FORD	TK	OTHER	MD	PASSENGER CAR	UNKNOWN
MCP2861005L	220050916	Montgomery County Police	Property Damage Crash	2022-11-17T17:59:00.000	County	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	ALCOHOL PRESENT	FAEB7BEF-4693-4AEB-8ACC-7AC903C692B7	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	00CBAD22-DBB0-4BE2-B98A-50190C506055	DISABLING	NEGOTIATING A CURVE	25	No	2020	VOLKSWAGON	TIGUAN	NO MISUSE	DC	(SPORT) UTILITY VEHICLE	UNKNOWN
