report_number	local_case_number	agency_name	acrs_report_type	crash_date_time	route_type	collision_type	weather	surface_condition	light	traffic_control	driver_substance_abuse	person_id	driver_at_fault	injury_severity	driver_distracted_by	vehicle_id	vehicle_damage_extent	vehicle_movement	speed_limit	driverless_vehicle	vehicle_year	vehicle_make	vehicle_model	equipment_problems	drivers_license_state	vehicle_body_type	non_motorist_substance_abuse
DD5646002G	220053956	Rockville Police Departme	Property Damage Crash	2022-12-06T21:23:00.000	Municipality	STRAIGHT MOVEMENT ANGLE	RAINING	WET	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	B2EE4F50-2F27-4718-BE4F-D2DD24AED105	No	NO APPARENT INJURY	UNKNOWN	B69B5451-F231-4E50-82BC-75351D045E9D	DISABLING	MOVING CONSTANT SPEED	25	No	2003	TOYOTA	COROLLA	OTHER	MD	PASSENGER CAR	UNKNOWN
MCP2633002X	220053943	Montgomery County Police	Property Damage Crash	2022-12-06T19:27:00.000	UNKNOWN	SAME DIRECTION SIDESWIPE	RAINING	OTHER	DARK LIGHTS ON	STOP SIGN	NONE DETECTED	D877C581-1009-4C65-8312-C250FEC3A2EC	No	NO APPARENT INJURY	UNKNOWN	A02C4E03-24A7-479E-BE17-7793E899D5FA	FUNCTIONAL	STOPPED IN TRAFFIC LANE	15	No	2006	FORD	VN	OTHER	XX	VAN	UNKNOWN
MCP2633002X	220053943	Montgomery County Police	Property Damage Crash	2022-12-06T19:27:00.000	UNKNOWN	SAME DIRECTION SIDESWIPE	RAINING	OTHER	DARK LIGHTS ON	STOP SIGN	NONE DETECTED	384F61F0-4506-41B4-A164-B0DB1E5349CE	Yes	NO APPARENT INJURY	UNKNOWN	EFAE2A4C-7808-4BA6-882F-EBB6267102DD	FUNCTIONAL	PASSING	15	No	2014	HONDA	CRV	OTHER	MD	PASSENGER CAR	UNKNOWN
MCP24660040	220053938	Montgomery County Police	Property Damage Crash	2022-12-06T19:15:00.000	County	STRAIGHT MOVEMENT ANGLE	RAINING	WET	DARK LIGHTS ON	STOP SIGN	NONE DETECTED	F28CEEF9-E784-48DF-85B8-E8720ABCA19F	Yes	NO APPARENT INJURY	UNKNOWN	AD3EBA79-E2D8-4507-A841-A6C28B86F998	DISABLING	MAKING LEFT TURN	35	No	2014	LEXS	ES 300H	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP24660040	220053938	Montgomery County Police	Property Damage Crash	2022-12-06T19:15:00.000	County	STRAIGHT MOVEMENT ANGLE	RAINING	WET	DARK LIGHTS ON	STOP SIGN	NONE DETECTED	4E217208-7965-4DCC-859F-999D7C585C8A	No	NO APPARENT INJURY	NOT DISTRACTED	14AB7275-40E7-46D4-95CC-921C7027FC3F	FUNCTIONAL	MOVING CONSTANT SPEED	35	No	2007	LINCOLN	MARK LT	NO MISUSE	MD	PICKUP TRUCK	UNKNOWN
MCP30050070	220053937	Montgomery County Police	Property Damage Crash	2022-12-06T19:03:00.000	County	ANGLE MEETS LEFT TURN	RAINING	WET	DARK NO LIGHTS	STOP SIGN	NONE DETECTED	67BA6D25-88CB-4216-B730-6196FF35FE30	No	NO APPARENT INJURY	NOT DISTRACTED	487234E6-2CE5-41B8-91BA-DCE34982E125	DISABLING	MOVING CONSTANT SPEED	30	No	2007	CHEV	COBALT	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP30050070	220053937	Montgomery County Police	Property Damage Crash	2022-12-06T19:03:00.000	County	ANGLE MEETS LEFT TURN	RAINING	WET	DARK NO LIGHTS	STOP SIGN	NONE DETECTED	1E95828C-B2B3-4448-937D-A85F239A0183	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	2677D528-D52D-4916-B00E-3CA4A0C53DBD	DISABLING	MAKING LEFT TURN	30	No	2004	CHEV	PK	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP2871008C	220053926	Montgomery County Police	Injury Crash	2022-12-06T18:14:00.000	UNKNOWN	OTHER	RAINING	OTHER	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	F01FAA7D-0C80-43FD-93FB-09E6B99BBF00	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	0A593680-D5DD-4BBC-8749-51B0E76242ED	SUPERFICIAL	MAKING LEFT TURN	10	No	2016	FORD	EXPLORER	NO MISUSE	MD	(SPORT) UTILITY VEHICLE	NONE DETECTED
MCP3005006Z	220053917	Montgomery County Police	Injury Crash	2022-12-06T17:24:00.000	County	SAME DIR REAR END	RAINING	WET	DARK LIGHTS ON	OTHER	NONE DETECTED	B8D00D1A-A434-4E5B-9BF3-C9ABD69798A9	No	NO APPARENT INJURY	NOT DISTRACTED	BF2F6247-9F6B-49BD-B233-E0C0AF5D49F9	FUNCTIONAL	STOPPED IN TRAFFIC LANE	30	No	2015	TOY	SUV	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3005006Z	220053917	Montgomery County Police	Injury Crash	2022-12-06T17:24:00.000	County	SAME DIR REAR END	RAINING	WET	DARK LIGHTS ON	OTHER	NONE DETECTED	42EB3DF2-B2C7-44BB-9AF6-CFD50B379215	Yes	NO APPARENT INJURY	NOT DISTRACTED	4D20E0C9-7E0A-477B-9E96-2060236B92A9	DISABLING	SLOWING OR STOPPING	30	No	2016	HYUN	ELANTRA	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3262002F	220053916	Montgomery County Police	Property Damage Crash	2022-12-06T17:15:00.000	County	ANGLE MEETS LEFT TURN	RAINING	WET	DARK NO LIGHTS	NO CONTROLS	NONE DETECTED	221CE3B9-C054-468E-A105-ED10BEA49C85	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	4548D28D-1E7A-4EC1-84A3-EB8100F03D3F	FUNCTIONAL	MAKING LEFT TURN	35	No	2016	INFINITI	UT	NO MISUSE	DC	PASSENGER CAR	UNKNOWN
MCP3262002F	220053916	Montgomery County Police	Property Damage Crash	2022-12-06T17:15:00.000	County	ANGLE MEETS LEFT TURN	RAINING	WET	DARK NO LIGHTS	NO CONTROLS	NONE DETECTED	FCF79196-8EDA-47AC-AB28-AC934A73FFB5	No	NO APPARENT INJURY	NOT DISTRACTED	620409D9-8E09-4AA2-B101-E8D8D4B5F31A	DISABLING	MOVING CONSTANT SPEED	35	No	2014	MAZD	UT	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP26830069	220053904	Montgomery County Police	Property Damage Crash	2022-12-06T16:46:00.000	County	STRAIGHT MOVEMENT ANGLE	RAINING	WET	DARK LIGHTS ON	YIELD SIGN	NONE DETECTED	85535320-D018-41A9-9AEE-3C1007955C4E	Yes	NO APPARENT INJURY	NOT DISTRACTED	02F98F49-A0FE-45C5-AC42-06DE5933E09E	DISABLING	MAKING LEFT TURN	35	No	2020	TOYOTA	CHR	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP26830069	220053904	Montgomery County Police	Property Damage Crash	2022-12-06T16:46:00.000	County	STRAIGHT MOVEMENT ANGLE	RAINING	WET	DARK LIGHTS ON	YIELD SIGN	NONE DETECTED	09C8929A-63C2-4A88-80A8-B7A976D6E9E4	No	NO APPARENT INJURY	NOT DISTRACTED	2D93CE1C-ECBC-4785-9702-91DAD4D85C2E	FUNCTIONAL	MOVING CONSTANT SPEED	35	No	2001	HOND	ODY	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP22980127	220053911	Montgomery County Police	Property Damage Crash	2022-12-06T16:45:00.000	Government	HEAD ON	RAINING	WET	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	2F7D115C-92CB-44FF-BE76-5167FB1EFC86	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	F9D2C423-6382-4184-B42E-F6F4644FC821	DESTROYED	MOVING CONSTANT SPEED	25	No	1997	TOYT	COROLLA	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP22980127	220053911	Montgomery County Police	Property Damage Crash	2022-12-06T16:45:00.000	Government	HEAD ON	RAINING	WET	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	550FC57F-D336-49A4-8AD8-09AA3EDEE259	No	NO APPARENT INJURY	NOT DISTRACTED	BB6C64FE-A7EF-447B-9693-3918E177733B	FUNCTIONAL	STOPPED IN TRAFFIC LANE	25	No	2016	THOMAS	BUS	NO MISUSE	MD	SCHOOL BUS	UNKNOWN
EJ78760056	220053888	Gaithersburg Police Depar	Property Damage Crash	2022-12-06T15:00:00.000	County	SAME DIR REAR END	RAINING	WET	DAYLIGHT	TRAFFIC SIGNAL	OTHER	77C43E52-C523-469B-8A0D-B34333DDCA82	Yes	NO APPARENT INJURY	NOT DISTRACTED	49E0C6FF-4FF9-4CA0-ABCA-BEFDEDC48C0B	NO DAMAGE	SLOWING OR STOPPING	50	No	2013	THOMAS	BU	NO MISUSE	MD	SCHOOL BUS	UNKNOWN
EJ78760056	220053888	Gaithersburg Police Depar	Property Damage Crash	2022-12-06T15:00:00.000	County	SAME DIR REAR END	RAINING	WET	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	EFE2785A-26F7-4E7B-8449-B6968F3C16C9	No	NO APPARENT INJURY	NOT DISTRACTED	76ECA8F8-2D08-4FFB-8A25-4ED5C8EC9DD6	SUPERFICIAL	SLOWING OR STOPPING	50	No	2020	HONDA	CIVIC	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
DD5652001X	220053882	Rockville Police Departme	Property Damage Crash	2022-12-06T14:49:00.000	UNKNOWN	SAME DIRECTION SIDESWIPE	RAINING	OTHER	DAYLIGHT	NO CONTROLS	NONE DETECTED	AADB5331-1C53-41ED-B535-5A23AF64F19B	UNKNOWN	NO APPARENT INJURY	NOT DISTRACTED	C46DA16C-8FB2-4395-8FBA-68C87B54BE07	SUPERFICIAL	MOVING CONSTANT SPEED	5	No	2022	THMS	BU	NO MISUSE	MD	SCHOOL BUS	UNKNOWN
DD5652001X	220053882	Rockville Police Departme	Property Damage Crash	2022-12-06T14:49:00.000	UNKNOWN	SAME DIRECTION SIDESWIPE	RAINING	OTHER	DAYLIGHT	NO CONTROLS	NONE DETECTED	3DB5B70F-02BE-4159-B454-8C4303E77563	UNKNOWN	NO APPARENT INJURY	NOT DISTRACTED	93641C11-E862-4A6A-B624-B22E9CC6916F	SUPERFICIAL	MOVING CONSTANT SPEED	5	No	2022	THMS	BU	NO MISUSE	MD	SCHOOL BUS	UNKNOWN
MCP3090006J	220053878	Montgomery County Police	Property Damage Crash	2022-12-06T14:46:00.000	Municipality	SINGLE VEHICLE	RAINING	WET	DAYLIGHT	OTHER	OTHER	3CB02ADF-7AB3-4AFB-A3EF-F529DF5B0904	Yes	NO APPARENT INJURY	NOT DISTRACTED	93807792-B370-480A-BAAA-3253F867BF6A	DISABLING	ACCELERATING	30	No	2000	JEEP	TK	NO MISUSE	MD	(SPORT) UTILITY VEHICLE	UNKNOWN
MCP3341000T	220053877	Montgomery County Police	Property Damage Crash	2022-12-06T14:30:00.000	County	SINGLE VEHICLE	RAINING	WET	DAYLIGHT	TRAFFIC SIGNAL	OTHER	1D776E1A-5851-4C92-9607-ECE6EFEAD641	Yes	NO APPARENT INJURY	UNKNOWN	6232F5F5-B00A-4FAC-8DC0-DC656EBADF8F	DISABLING	MOVING CONSTANT SPEED	35	No	2007	LEXUS	SD	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP30090059	220053874	Montgomery County Police	Injury Crash	2022-12-06T14:05:00.000	County	STRAIGHT MOVEMENT ANGLE	CLOUDY	WET	DAYLIGHT	TRAFFIC SIGNAL	OTHER	783F5067-5EAE-475F-9960-3BF032F975D6	No	POSSIBLE INJURY	NOT DISTRACTED	B6490467-AC9C-4490-9D73-28827D1ED7B6	DISABLING	MOVING CONSTANT SPEED	35	No	2014	JEEP	LATITUDE	NO MISUSE	MD	(SPORT) UTILITY VEHICLE	UNKNOWN
MCP30090059	220053874	Montgomery County Police	Injury Crash	2022-12-06T14:05:00.000	County	STRAIGHT MOVEMENT ANGLE	CLOUDY	WET	DAYLIGHT	TRAFFIC SIGNAL	OTHER	3879264D-08CE-4F2D-B806-9C566C0C5C25	Yes	POSSIBLE INJURY	LOOKED BUT DID NOT SEE	2B2319DC-3363-4505-8666-B9EA7E4ACCBE	DISABLING	MAKING LEFT TURN	35	No	2016	LEXUS	GX460	NO MISUSE	MD	(SPORT) UTILITY VEHICLE	UNKNOWN
MCP30090059	220053874	Montgomery County Police	Injury Crash	2022-12-06T14:05:00.000	County	STRAIGHT MOVEMENT ANGLE	CLOUDY	WET	DAYLIGHT	TRAFFIC SIGNAL	OTHER	67B9209C-ED24-4AD6-BF1D-4CFA9C76F771	No	POSSIBLE INJURY	NOT DISTRACTED	EF93304B-224A-402D-B5D4-AA15EAB27C92	SUPERFICIAL	STOPPED IN TRAFFIC LANE	35	No	2018	HONDA	CLARITY	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3268002J	220053850	Montgomery County Police	Property Damage Crash	2022-12-06T12:40:00.000	County	SINGLE VEHICLE	RAINING	WET	DAYLIGHT	TRAFFIC SIGNAL	OTHER	E1592EAC-168A-4426-BEA0-62AA8F4DAC91	Yes	NO APPARENT INJURY	NOT DISTRACTED	5F226540-D24E-461D-AB86-4958A99B5FC4	DISABLING	MOVING CONSTANT SPEED	30	No	2004	ACUR	MDX	NO MISUSE	MD	(SPORT) UTILITY VEHICLE	UNKNOWN
DD5648001K	220053838	Rockville Police Departme	Property Damage Crash	2022-12-06T11:30:00.000	UNKNOWN	UNKNOWN	RAINING	OTHER	DAYLIGHT	OTHER	NONE DETECTED	0B9EE674-F568-4A1A-8222-056A7DE265D9	Yes	NO APPARENT INJURY	INATTENTIVE OR LOST IN THOUGHT	83348203-3FB6-4BD0-B505-9ACA420D619D	FUNCTIONAL	PARKING	5	No	2019	TOYOTA	HIGHLANDER	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP209400KY	220053828	Montgomery County Police	Injury Crash	2022-12-06T11:04:00.000	Maryland (State)	HEAD ON LEFT TURN	CLOUDY	WET	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	144D20D1-D2B9-4763-A054-9B65D42A298D	No	NO APPARENT INJURY	NOT DISTRACTED	191FEAED-4555-444C-A71C-C5FB4D1CA9A0	DESTROYED	MAKING LEFT TURN	40	No	2022	FORD	ESAPE	NO MISUSE	MD	(SPORT) UTILITY VEHICLE	UNKNOWN
MCP209400KY	220053828	Montgomery County Police	Injury Crash	2022-12-06T11:04:00.000	Maryland (State)	HEAD ON LEFT TURN	CLOUDY	WET	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	A1FA63B7-B523-4068-9AA4-5E6582A360E2	Yes	POSSIBLE INJURY	UNKNOWN	5777B86B-6354-4F56-89AE-F36B149A2959	DISABLING	MOVING CONSTANT SPEED	40	No	2014	TOYOTA	CAMRY	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3190004D	220053826	Montgomery County Police	Property Damage Crash	2022-12-06T10:52:00.000	Maryland (State)	SINGLE VEHICLE	CLOUDY	WET	DAYLIGHT	NO CONTROLS	NONE DETECTED	248C6F4B-22F0-486E-BEA3-2A8B95B26839	Yes	NO APPARENT INJURY	NOT DISTRACTED	8C07DF9A-7B7E-4F60-821A-C6DA4F5E0183	FUNCTIONAL	SLOWING OR STOPPING	45	No	2005	GMC	TK	OTHER	MD	PASSENGER CAR	UNKNOWN
EJ78940020	220053822	Gaithersburg Police Depar	Property Damage Crash	2022-12-06T10:47:00.000	Maryland (State)	SAME DIR REND RIGHT TURN	RAINING	WET	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	EFFC3BD9-8492-4C3B-AB9E-1D15CCF4FD41	No	NO APPARENT INJURY	NOT DISTRACTED	490A4173-6390-436F-90D7-A5F5948B13AF	FUNCTIONAL	STOPPED IN TRAFFIC LANE	35	No	2011	HOND	TK	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
EJ78940020	220053822	Gaithersburg Police Depar	Property Damage Crash	2022-12-06T10:47:00.000	Maryland (State)	SAME DIR REND RIGHT TURN	RAINING	WET	DAYLIGHT	TRAFFIC SIGNAL	NONE DETECTED	8CE092C0-AB66-4916-9991-EB638E4867E9	Yes	NO APPARENT INJURY	NOT DISTRACTED	2C14BEA4-7317-4869-974B-22C4E95A7BC5	FUNCTIONAL	SLOWING OR STOPPING	35	No	2015	HONDA	TK	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3091003T	220053824	Montgomery County Police	Injury Crash	2022-12-06T10:38:00.000	Maryland (State)	SINGLE VEHICLE	CLOUDY	WET	DAYLIGHT	OTHER	OTHER	6464100A-C310-490C-9555-4986675179BB	Yes	POSSIBLE INJURY	UNKNOWN	6EF3F8E2-7EC4-4F41-8E83-21F9DCB516B8	DESTROYED	MOVING CONSTANT SPEED	45	No	2006	TOYOTA	CAMRY	OTHER	MD	PASSENGER CAR	UNKNOWN
MCP2622003J	220053802	Montgomery County Police	Property Damage Crash	2022-12-06T08:16:00.000	US (State)	SINGLE VEHICLE	RAINING	WET	DAYLIGHT	OTHER	NONE DETECTED	A9504B95-A34A-46B1-9E62-F9E2569994D7	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	F427E763-2339-405A-9C38-0F7FB623EBB6	DISABLING	MOVING CONSTANT SPEED	15	No	2003	TOYOTA	4RUNNER	OTHER	MD	(SPORT) UTILITY VEHICLE	UNKNOWN
MCP2270000H	220053801	Montgomery County Police	Property Damage Crash	2022-12-06T08:00:00.000	Ramp	SINGLE VEHICLE	RAINING	WET	DAYLIGHT	NO CONTROLS	NONE DETECTED	7F1AD9DA-470D-4F92-9292-8A1D881DA152	Yes	NO APPARENT INJURY	NOT DISTRACTED	9CE9050A-1995-4B5B-909A-3272C87AC1C7	DISABLING	MOVING CONSTANT SPEED	25	No	2004	VOLVO	XC90	NO MISUSE	VA	PASSENGER CAR	UNKNOWN
MCP3016003Z	220053799	Montgomery County Police	Property Damage Crash	2022-12-06T07:53:00.000	County	SAME DIR REAR END	RAINING	WET	DAYLIGHT	TRAFFIC SIGNAL	OTHER	A097B67B-230C-4126-A224-7D037D721ED4	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	B7D351AE-625A-4F08-838B-99B624487656	SUPERFICIAL	MAKING RIGHT TURN	40	No	2020	CHEVY	4500 (VAN CARGO)	NO MISUSE	MD	CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))	UNKNOWN
MCP3016003Z	220053799	Montgomery County Police	Property Damage Crash	2022-12-06T07:53:00.000	County	SAME DIR REAR END	RAINING	WET	DAYLIGHT	TRAFFIC SIGNAL	OTHER	2DF8C0AD-C183-4AC4-9CB0-1AD010662EA3	No	NO APPARENT INJURY	NOT DISTRACTED	4FFCE1FE-3B8C-4755-9207-9079D72CA852	SUPERFICIAL	MAKING LEFT TURN	40	No	2018	TOYOTA	CAMRY	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP1086000C	220053805	Montgomery County Police	Injury Crash	2022-12-06T07:42:00.000	UNKNOWN	OTHER	FOGGY	OTHER	OTHER	OTHER	NONE DETECTED	34D607C5-C309-4DE2-961D-8A75A489B8AD	Yes	NO APPARENT INJURY	UNKNOWN	8B4A2F75-5F32-460D-852C-D7C93F87DBDB	NO DAMAGE	SLOWING OR STOPPING	15	No	2019	TOYOTA	CAMRY	OTHER	MD	PASSENGER CAR	NONE DETECTED
MCP2351004V	220053793	Montgomery County Police	Property Damage Crash	2022-12-06T05:43:00.000	Municipality	SINGLE VEHICLE	RAINING	WET	DARK NO LIGHTS	TRAFFIC SIGNAL	NONE DETECTED	EC2D1268-A8F5-4834-98E6-6D8825CAE4E2	UNKNOWN	NO APPARENT INJURY	NOT DISTRACTED	C68B2B9B-0B54-45E8-A68B-493D22497021	DISABLING	OTHER	35	No	2007	HONDA	CRV	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP2305002J	220053786	Montgomery County Police	Property Damage Crash	2022-12-06T01:14:00.000	County	SINGLE VEHICLE	CLEAR	DRY	DARK NO LIGHTS	NO CONTROLS	OTHER	298E435B-7E9C-4CD5-A193-6D28F01A83E3	No	NO APPARENT INJURY	NOT DISTRACTED	E9930B8D-2A17-441E-AC77-70D1DF1A263B	SUPERFICIAL	MOVING CONSTANT SPEED	30	No	2019	DODG	CHARGER	NO MISUSE	MD	POLICE VEHICLE/NON EMERGENCY	UNKNOWN
MCP23860024	220053782	Montgomery County Police	Injury Crash	2022-12-05T21:00:00.000	UNKNOWN	STRAIGHT MOVEMENT ANGLE	CLEAR	OTHER	DARK LIGHTS ON	STOP SIGN	NONE DETECTED	93959C31-9281-479E-94FE-AB4AC26E428D	No	POSSIBLE INJURY	NOT DISTRACTED	2531F721-0DCB-47E2-BB14-651D21FCCDB3	DISABLING	MOVING CONSTANT SPEED	0	No	2015	HYUNDAI	SONATA	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP23860024	220053782	Montgomery County Police	Injury Crash	2022-12-05T21:00:00.000	UNKNOWN	STRAIGHT MOVEMENT ANGLE	CLEAR	OTHER	DARK LIGHTS ON	STOP SIGN	NONE DETECTED	11EFED58-AD8D-4C6D-B444-43FDA733CED4	Yes	NO APPARENT INJURY	UNKNOWN	C5FF2EDA-E4DC-416D-818B-10BE8BD9E791	FUNCTIONAL	MOVING CONSTANT SPEED	0	No	2021	TOYOTA	CAMRY	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3053005S	220053765	Montgomery County Police	Property Damage Crash	2022-12-05T19:57:00.000	Maryland (State)	OTHER	CLEAR	DRY	OTHER	OTHER	OTHER	76AE078F-EE2B-4E58-ACFC-D623A4FD0DB3	No	NO APPARENT INJURY	NOT DISTRACTED	52F763BD-A88A-4FB9-B8A8-05103F2B4B5C	FUNCTIONAL	MOVING CONSTANT SPEED	30	No	2022	TOYOTA	4D	OTHER	MD	PASSENGER CAR	UNKNOWN
MCP3053005S	220053765	Montgomery County Police	Property Damage Crash	2022-12-05T19:57:00.000	Maryland (State)	OTHER	CLEAR	DRY	OTHER	OTHER	OTHER	CC998441-BED9-4A56-9D43-DBFCE4F2B106	Yes	NO APPARENT INJURY	UNKNOWN	BAC34923-C30F-465C-9795-929C1B4410C2	FUNCTIONAL	MOVING CONSTANT SPEED	30	No	2013	CHEVY	TK	OTHER	UNKNOWN	PASSENGER CAR	UNKNOWN
MCP33200018	220053761	Montgomery County Police	Property Damage Crash	2022-12-05T19:41:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	7A1F9689-537E-49F6-9E1C-D947793BE8F0	No	NO APPARENT INJURY	NOT DISTRACTED	FB178128-7F2C-4C07-AF7D-005EDC7D2532	SUPERFICIAL	SLOWING OR STOPPING	30	No	2018	TOYOYA	RAV4	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP33200018	220053761	Montgomery County Police	Property Damage Crash	2022-12-05T19:41:00.000	Maryland (State)	SAME DIR REAR END	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	OTHER	FA32DBE4-4D35-43D7-87D1-A1CDEFF52928	Yes	NO APPARENT INJURY	UNKNOWN	102DB615-2240-4EAB-9FB8-9F255333DA5C	OTHER	SLOWING OR STOPPING	30	No	2022	TOYOTA	CAMRY	OTHER	UNKNOWN	PASSENGER CAR	UNKNOWN
MCP3031004N	220053755	Montgomery County Police	Property Damage Crash	2022-12-05T18:53:00.000	County	SINGLE VEHICLE	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	NONE DETECTED	EA52CDF3-54B4-4BD1-8C7B-302D3DE2A547	Yes	NO APPARENT INJURY	NOT DISTRACTED	3604BD1E-16D1-4E0E-9CEF-1456DFF7FCCB	DISABLING	MOVING CONSTANT SPEED	35	No	2017	JEEP	4D	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP219800CG	220053751	Montgomery County Police	Property Damage Crash	2022-12-05T18:43:00.000	UNKNOWN	OPPOSITE DIRECTION SIDESWIPE	CLEAR	OTHER	DARK LIGHTS ON	OTHER	OTHER	17216CC3-5A88-4EB7-A144-9DCDF601B290	Yes	NO APPARENT INJURY	UNKNOWN	4A11DB3C-FF71-45C9-B47F-4F886E888FC6	FUNCTIONAL	ACCELERATING	25	No	2021	JEEP	GRAND CHEROKEE	OTHER	MD	PASSENGER CAR	UNKNOWN
MCP219800CG	220053751	Montgomery County Police	Property Damage Crash	2022-12-05T18:43:00.000	UNKNOWN	OPPOSITE DIRECTION SIDESWIPE	CLEAR	OTHER	DARK LIGHTS ON	OTHER	OTHER	770EE7D6-7565-4E11-B65C-09527028E045	No	NO APPARENT INJURY	NOT DISTRACTED	B3B41D9D-F05A-4E30-9434-BDB5A6354D0A	SUPERFICIAL	MOVING CONSTANT SPEED	25	No	2019	HONDA	HRV	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP3311001C	220053736	Montgomery County Police	Property Damage Crash	2022-12-05T17:07:00.000	Maryland (State)	SAME DIRECTION RIGHT TURN	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	OTHER	3DBFB085-3F05-4842-9E71-D695E7BED505	UNKNOWN	NO APPARENT INJURY	NOT DISTRACTED	7918D38B-C86D-466C-8D57-BC87413F03BB	FUNCTIONAL	MOVING CONSTANT SPEED	30	No	2022	KIA	OPTIMA	OTHER	MD	PASSENGER CAR	UNKNOWN
MCP3311001C	220053736	Montgomery County Police	Property Damage Crash	2022-12-05T17:07:00.000	Maryland (State)	SAME DIRECTION RIGHT TURN	CLEAR	DRY	DARK LIGHTS ON	NO CONTROLS	OTHER	3133AD2F-D537-4EEB-B8C5-423045297C59	UNKNOWN	NO APPARENT INJURY	NOT DISTRACTED	11BCABBA-DB8C-4632-8E3C-D59CFAE9E51A	SUPERFICIAL	MOVING CONSTANT SPEED	30	No	2010	DE4	BUS	OTHER	VA	TRANSIT BUS	UNKNOWN
MCP2686005V	220053728	Montgomery County Police	Property Damage Crash	2022-12-05T16:31:00.000	County	SAME DIRECTION RIGHT TURN	CLEAR	DRY	DUSK	NO CONTROLS	NONE DETECTED	843C192B-A452-42AF-B098-90E90C0EBBD5	Yes	NO APPARENT INJURY	LOOKED BUT DID NOT SEE	41CD61A6-0163-4E99-9B8A-2D0D30C0DEAA	FUNCTIONAL	MAKING RIGHT TURN	25	No	2018	HOND	4S	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
MCP2686005V	220053728	Montgomery County Police	Property Damage Crash	2022-12-05T16:31:00.000	County	SAME DIRECTION RIGHT TURN	CLEAR	DRY	DUSK	NO CONTROLS	NONE DETECTED	903EBBF9-A901-46D7-B766-2828B5801C7E	No	NO APPARENT INJURY	NOT DISTRACTED	3307C564-B3E0-4EE3-8136-7E8879C94700	SUPERFICIAL	MOVING CONSTANT SPEED	25	No	2021	GILG	BU	NO MISUSE	WV	TRANSIT BUS	UNKNOWN
MCP3079004T	220053710	Montgomery County Police	Injury Crash	2022-12-05T15:24:00.000	UNKNOWN	SINGLE VEHICLE	CLEAR	OTHER	DAYLIGHT	NO CONTROLS	ALCOHOL CONTRIBUTED	9A8176B4-F193-4060-8800-11F705A9D78D	Yes	SUSPECTED MINOR INJURY	UNKNOWN	70ACB753-A91D-4715-87E1-306AF1C03878	DISABLING	OTHER	25	No	2009	CHEVROLET	EQUINOX	NO MISUSE	MD	PASSENGER CAR	UNKNOWN
